text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
I have had significant menorrhagia since I was a teenager.,S005,heavy_menstrual_bleeding,moderate,Moderate,en,synthetic,7
Sijui nifanye nini kuhusu dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,moderate,Moderate,sw,synthetic,6
The problem I have is that pain in shoulder tip with period.,S020,shoulder_tip_pain,moderate,Moderate,en,synthetic,6
I am here because cough up blood with period.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
I told the doctor that told I have a cyst.,S028,pelvic_mass_sensation,mild,Low,en-KE,synthetic,7
"I experience moderate period pain regularly, for 3 years.",S001,dysmenorrhoea,moderate,High,en,synthetic,10
"I have completely alone, for about 3 months.",S037,relationship_social_impact,critical,High,en,synthetic,5
I experience some dysuria regularly.,S015,dysuria,mild,Low,en,synthetic,7
I want you to know that cycle is all over the place.,S027,irregular_periods,critical,High,en,synthetic,5
told I have a cyst.,S028,pelvic_mass_sensation,critical,High,en-KE,synthetic,7
sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,severe,High,sw,synthetic,9
I am here because period varies a few days.,S027,irregular_periods,mild,Low,en,synthetic,5
Nina mgongo unaniuma.,S018,lower_back_pain,severe,Moderate,sw,synthetic,7
I came to the clinic because of always in pain.,S002,chronic_pelvic_pain,severe,High,en,synthetic,10
"I told the doctor that pain even when I am not on my period, for 12 months now.",S002,chronic_pelvic_pain,severe,High,en-KE,synthetic,10
The problem I have is that cannot get out of bed.,S002,chronic_pelvic_pain,critical,Critical,en,synthetic,10
The problem I have is that CS scar painful during period.,S035,scar_endometriosis,mild,Low,en-KE,synthetic,7
My main problem is painful bowel movements.,S009,dyschezia,moderate,Moderate,en,synthetic,9
CS scar painful during period.,S035,scar_endometriosis,severe,Moderate,en-KE,synthetic,7
My experience is that told I have a cyst.,S028,pelvic_mass_sensation,mild,Low,en-KE,synthetic,7
I am struggling with lung collapses during period.,S032,catamenial_pneumothorax,severe,High,en,synthetic,9
I experience spotting between periods regularly.,S004,intermenstrual_bleeding,critical,High,en,synthetic,6
I am struggling with look pregnant from bloating.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
Nilikuja hospitalini kwa sababu ya kuzimia kutokana na maumivu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
I want you to know that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,severe,Moderate,sw,synthetic,6
"I want you to know that avoiding activities from fear of pain, for 24 years.",S030,anxiety,moderate,Low,en,synthetic,4
I am struggling with coughing blood during period.,S032,catamenial_pneumothorax,mild,Moderate,en,synthetic,9
For the past few months I have had random bleeding.,S004,intermenstrual_bleeding,severe,Moderate,en,synthetic,6
The problem I have is that told I have a cyst.,S028,pelvic_mass_sensation,severe,Moderate,en,synthetic,7
I want you to know that pain when going to the toilet.,S009,dyschezia,moderate,Moderate,en-KE,synthetic,9
I want you to know that my period makes me stay in bed.,S001,dysmenorrhoea,severe,High,en-KE,synthetic,10
My experience is that bleed after sex most times.,S008,post_coital_bleeding,moderate,Low,en,synthetic,5
I told the doctor that seen a doctor about fertility.,S026,infertility,moderate,Moderate,en,synthetic,9
I am struggling with feeling hopeless.,S029,depression,severe,Moderate,en,synthetic,5
Nilikuja hospitalini kwa sababu ya damu kidogo mwilini.,S023,anaemia,critical,High,sw,synthetic,6
I told the doctor that pain at the beginning of sex.,S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
"I have cannot function, for the past 3 months.",S001,dysmenorrhoea,severe,High,en,synthetic,10
I have had rectal bleeding since I was a teenager.,S010,rectal_bleeding,moderate,Moderate,en,synthetic,8
I am here because pain when going to the toilet.,S009,dyschezia,severe,High,en-KE,synthetic,9
Nimekuwa na dawa hazisaidii maumivu yangu kwa muda mrefu.,S038,previous_misdiagnosis,mild,Low,sw,synthetic,6
Tatizo langu kuu ni hedhi inaniuma.,S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
Nimekuwa nikilalamika kuhusu mgongo unaniuma.,S018,lower_back_pain,mild,Low,sw,synthetic,7
I have had excruciating anxiety since I was a teenager.,S030,anxiety,critical,Moderate,en,synthetic,4
Since I was young I have had stomach swells up.,S014,bloating_abdominal,moderate,Low,en-KE,synthetic,5
I came to the clinic because of very bad lumbosacral pain.,S018,lower_back_pain,severe,Moderate,en,synthetic,7
The problem I have is that pain starts a week before.,S003,premenstrual_pain,severe,Moderate,en,synthetic,7
"Doctor, I have moderate leg weakness during period and I do not know what to do.",S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
The problem I have is that told I have a cyst.,S028,pelvic_mass_sensation,severe,Moderate,en-KE,synthetic,7
"I told the doctor that I cannot function during my period, for over 3 months.",S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
The problem I have is that belly button painful and swollen during period.,S034,umbilical_pain_bleeding,moderate,Moderate,en,synthetic,8
I came to the clinic because of bad cramps.,S001,dysmenorrhoea,critical,Critical,en,synthetic,10
I came to the clinic because of significant period pain.,S001,dysmenorrhoea,moderate,High,en,synthetic,10
I experience noticeable blood after intercourse regularly.,S008,post_coital_bleeding,moderate,Low,en,synthetic,5
I cannot work properly because of no periods for months.,S027,irregular_periods,critical,High,en,synthetic,5
I am here because doctors keep sending me away.,S038,previous_misdiagnosis,moderate,Moderate,en-KE,synthetic,6
The problem I have is that cannot have sex because of pain.,S006,dyspareunia_deep,critical,Critical,en,synthetic,9
I am struggling with occasional dysuria.,S015,dysuria,mild,Low,en,synthetic,7
My main problem is running stomach during period.,S012,diarrhoea_cyclical,mild,Low,en,synthetic,5
I have vomit during period.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I came to the clinic because of extreme miss school during period.,S036,work_school_absence,critical,High,en,synthetic,7
I have had large clots since I was a teenager.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
"I came to the clinic because of pain keeps me awake, for over 36 months.",S031,sleep_disturbance,moderate,Low,en,synthetic,4
I am here because cannot go to toilet without crying.,S009,dyschezia,critical,Critical,en,synthetic,9
My main problem is slight cannot tolerate penetration.,S007,dyspareunia_superficial,mild,Low,en,synthetic,6
My experience is that trying for a baby without success.,S026,infertility,critical,Critical,en-KE,synthetic,9
"Doctor, I have scar aches during period and I do not know what to do.",S035,scar_endometriosis,mild,Low,en,synthetic,7
My experience is that have to wear loose clothes.,S014,bloating_abdominal,moderate,Low,en,synthetic,5
I am here because told it is just period pain.,S038,previous_misdiagnosis,severe,Moderate,en-KE,synthetic,6
blood in sputum during period.,S033,catamenial_haemoptysis,critical,High,en,synthetic,8
Since I was young I have had changing pad every hour.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
I am here because I avoid sex because it hurts.,S006,dyspareunia_deep,moderate,Moderate,en-KE,synthetic,9
For the past few months I have had shoulder aches during period.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
The problem I have is that feel slightly sick during period.,S013,nausea_vomiting_cyclical,mild,Low,en,synthetic,6
My experience is that I avoid sex because it hurts.,S006,dyspareunia_deep,severe,High,en-KE,synthetic,9
My experience is that my back is in agony during my period.,S018,lower_back_pain,critical,High,en-KE,synthetic,7
I have been dealing with chronic pelvic pain for a while now.,S002,chronic_pelvic_pain,mild,Moderate,en,synthetic,10
Nina kuzimia kutokana na maumivu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
"The problem I have is that pain even when I am not on my period, for the past 2 months.",S002,chronic_pelvic_pain,moderate,High,en-KE,synthetic,10
"Doctor, I have groin pain and I do not know what to do.",S021,hip_groin_pain,mild,Low,en,synthetic,6
I have had occasional losing hope since I was a teenager.,S029,depression,mild,Low,en,synthetic,5
My main problem is mild depression.,S029,depression,mild,Low,en,synthetic,5
I have been dealing with excruciating loose stools during period for a while now.,S012,diarrhoea_cyclical,critical,High,en,synthetic,5
I am here because doctors keep sending me away.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
I have come to see the doctor because of stomach upset with period.,S012,diarrhoea_cyclical,mild,Low,en-KE,synthetic,5
The problem I have is that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,severe,High,sw,synthetic,9
My main problem is worried about my condition.,S030,anxiety,mild,Low,en,synthetic,4
Nimekuwa nikilalamika kuhusu tumbo la chini linauma.,S002,chronic_pelvic_pain,critical,Critical,sw,synthetic,10
I told the doctor that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,severe,Moderate,sw,synthetic,6
I have very bad cannot sleep from pain.,S031,sleep_disturbance,severe,Moderate,en,synthetic,4
The problem I have is that I cannot function during my period.,S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
I have been dealing with periods are not regular for a while now.,S027,irregular_periods,mild,Low,en,synthetic,5
"My experience is that my period makes me stay in bed, for the past 24 months.",S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
I experience shoulder pain every period regularly.,S020,shoulder_tip_pain,moderate,Moderate,en,synthetic,6
Nilikuja hospitalini kwa sababu ya damu kidogo mwilini.,S023,anaemia,mild,Low,sw,synthetic,6
The problem I have is that blood when not on period.,S004,intermenstrual_bleeding,severe,Moderate,en-KE,synthetic,6
I am struggling with sometimes loose during period.,S012,diarrhoea_cyclical,mild,Low,en,synthetic,5
I am struggling with anaemia from heavy periods.,S023,anaemia,moderate,Moderate,en,synthetic,6
Nimekuwa na damu kidogo mwilini kwa muda mrefu.,S023,anaemia,moderate,Moderate,sw,synthetic,6
I came to the clinic because of treated for something else.,S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
I cannot work properly because of slight bleeding between periods.,S004,intermenstrual_bleeding,mild,Low,en,synthetic,6
I have low blood and it is really affecting me.,S023,anaemia,critical,High,en-KE,synthetic,6
"I am struggling with constant worry, for the past 12 months.",S030,anxiety,mild,Low,en,synthetic,4
I want you to know that avoid sex because of pain.,S006,dyspareunia_deep,severe,High,en,synthetic,9
I want you to know that pain at top of shoulder during menstruation.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
Nilikuja hospitalini kwa sababu ya hedhi nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
My experience is that CS scar painful during period.,S035,scar_endometriosis,severe,Moderate,en-KE,synthetic,7
Nimekuwa na uchovu kupita kiasi kwa muda mrefu.,S022,fatigue_chronic,mild,Low,sw,synthetic,7
I told the doctor that I avoid sex because it hurts.,S006,dyspareunia_deep,critical,Critical,en-KE,synthetic,9
Every month I suffer from stomach swells up.,S014,bloating_abdominal,critical,High,en-KE,synthetic,5
Tatizo langu kuu ni kuumwa unapokojoa.,S015,dysuria,critical,High,sw,synthetic,7
I told the doctor that blood when I go to the toilet during my period.,S010,rectal_bleeding,critical,High,en,synthetic,8
"I want you to know that my period makes me stay in bed, for 6 years.",S001,dysmenorrhoea,critical,Critical,en-KE,synthetic,10
"Doctor, I have lung collapsed during period and I do not know what to do.",S032,catamenial_pneumothorax,severe,High,en,synthetic,9
For the past few months I have had slightly feverish during period.,S024,fever_cyclical,mild,Low,en,synthetic,5
I have come to see the doctor because of stomach upset with period.,S012,diarrhoea_cyclical,moderate,Low,en-KE,synthetic,5
"Doctor, I have excruciating deep pain during intercourse and I do not know what to do.",S006,dyspareunia_deep,critical,Critical,en,synthetic,9
I want you to know that cycle is all over the place.,S027,irregular_periods,severe,Moderate,en,synthetic,5
Nimekuwa na mgongo unaniuma kwa muda mrefu.,S018,lower_back_pain,mild,Low,sw,synthetic,7
The problem I have is that have to brace for it.,S009,dyschezia,moderate,Moderate,en,synthetic,9
I told the doctor that pain in my lower belly.,S002,chronic_pelvic_pain,mild,Moderate,en-KE,synthetic,10
miss school from period pain.,S036,work_school_absence,critical,High,en-KE,synthetic,7
I want you to know that slight pain when going toilet on period.,S009,dyschezia,mild,Moderate,en,synthetic,9
Every month I suffer from stomach swells up.,S014,bloating_abdominal,moderate,Low,en-KE,synthetic,5
Every month I suffer from pain passing urine.,S015,dysuria,moderate,Moderate,en-KE,synthetic,7
I told the doctor that cannot pass urine from pain.,S015,dysuria,critical,High,en,synthetic,7
pain wakes me at night.,S031,sleep_disturbance,critical,Moderate,en,synthetic,4
I need help with stomach swells up.,S014,bloating_abdominal,mild,Low,en-KE,synthetic,5
Since I was young I have had stomach swells up.,S014,bloating_abdominal,critical,High,en-KE,synthetic,5
"Doctor, I have noticeable constipation during period and I do not know what to do.",S011,constipation_cyclical,moderate,Moderate,en,synthetic,6
Nina kuzimia kutokana na maumivu.,S025,fainting_syncope,critical,High,sw,synthetic,8
The problem I have is that pain when going to the toilet.,S009,dyschezia,mild,Moderate,en-KE,synthetic,9
I cannot work properly because of very uncomfortable.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
I have had losing hope since I was a teenager.,S029,depression,severe,Moderate,en,synthetic,5
I told the doctor that inner thigh pain during period.,S021,hip_groin_pain,critical,High,en,synthetic,6
"have to take painkillers outside period, for the past 3 months.",S002,chronic_pelvic_pain,moderate,High,en,synthetic,10
